Lobbyist_ID,Firstname,Middlename,Lastname,Suffix,Branch,Employer
423,LINDA,BOCKMIER,SPRADLEY,,Legislative and Executive,"Spradley & Spradley, Inc."
965,MATTHEW,RYAN,SPRADLEY,,Legislative and Executive,"Spradley & Spradley, Inc."
476,THOMAS,JAY,SPRADLEY,,Legislative and Executive,"Spradley & Spradley, Inc."
267,LEON,PRIEST,STAMPS,,Executive,Fisher Investments
2191,LYNES,,STANFIELD,,Executive and Local,Apple Inc.
686,MARY,MURRAY,STAPLES,,Not currently registered,National Association of Chain Drug Stores
315,JOHN,ALOYSIUS,STASSI,,Not currently registered,CommCare Corporation
38,PERRY,ROGER,STAUB,,Not currently registered,"Taggart Morton, LLC"
2153,CHET,,STECKLER,,Executive,Purdue Pharma LP
434,AYN,W,STEHR,,Legislative,Self
616,GEORGE,F,STEIMEL,,Legislative and Executive,Steimel & Steimel
206,ERNEST,,STEPHENS,,Legislative,Louisiana AFL-CIO
1259,ROBERT,F,STEPHENS,,Legislative,Alzheimer's Association
313,PAUL,MARTIN,STEPHENSON,,Legislative and Local,Home Builders Association of Northeast Louisiana
1047,CHRISTOPHER,BARENSE,STEWARD,,Not currently registered,Pyramis Global Advisors Holding Corp.
331,BYRON,A,STEWART,,Not currently registered,Byron A. Stewart and Associates
671,STEVEN,CHRIS,STEWART,,Legislative,Baton Rouge Police
172,EMILY,,STICH,,Not currently registered,Louisiana Association of Business and Industry
1116,GREG,L,STITES,,Not currently registered,"Wells Fargo Bank, N.A."
62,JACK,MARK,STOLIER,,Not currently registered,Sullivan Stolier Resor Kovata LC
568,ADAM,,STOLL,,Not currently registered,"Goldman, Sachs & Co."
673,JOE,,STONE,,Not currently registered,Retired
94,HOPE,ANN,STOUT-BERRY,,Executive,Forest Laboratories
716,JOHN,,STUART,,Legislative and Executive,Occidental Petroleum Corporation
299,PHILLIP,,STUTTS,,Legislative and Executive,Self
153,ALEX,L,SUFFRIN,,Not currently registered,Society of LA CPAs
536,PAT,,SULLIVAN,,Not currently registered,"Goldman Sachs Asset Management, L.P."
278,ERIC,MICHAEL,SUNSTROM,,Legislative and Executive and Local,"The Chesapeake Group, L.L.C."
140,GEORGE,EDWARD,SUTTON,,Legislative and Executive,G E Sutton & Associates Inc.
1100,LEE,,SUTTON,,Not currently registered,"G E Sutton & Associates, Inc."
175,CHRIS,,SWANY,,Not currently registered,Fisher Investments
120,CHARLES,WILTON,TAPP,,Not currently registered,California Wine Institute
1466,EVAN,ALEXANDRA,TARANTA,,Legislative and Executive,Apache Corporation
393,ROBERT,MICHAEL,TASMAN,,Legislative and Executive,Louisiana Conference of Catholic Bishops
240,TOM,,TATE,,Legislative,Louisiana Association of Educators
177,DAVID,MARK,TATMAN,,Legislative and Executive,The Tatman Group
1221,MARY,,TAYLOR,,Not currently registered,Adams and Reese LLP
181,ROBERT,T,TAYLOR,,Legislative and Executive,Louisiana Bankers Association
760,CHERYL,RENEE,TEAMER,,Not currently registered,The Teamer Strategy Group
1154,GULI,,TEFFERI,,Not currently registered,Eisai Inc.
1144,WILLIAM,H,TEMPLE,,Executive,Concrete & Aggregates Association of Louisiana
887,DEREK,,TERADA,,Not currently registered,"Boehringer Ingelheim Pharmaceuticals, Inc."
383,STEPHEN,A,TERRILL,,Not currently registered,Louisiana Associated General Contractors Inc
420,PAUL,ANDREW,TESSIER,,Legislative and Executive and Local,Union Pacific Railroad
984,GERALD,JOSEPH,THEUNISSEN,,Legislative,Gerald Joseph Theunissen
296,MICHAEL,R,THIBODEAUX,,Legislative and Local,"Michael R. Thibodeaux & Associates, L.L.C."
1021,TERRY,PAUL,THIBODEAUX,,Not currently registered,Atmos Energy
216,MONIQUE,,THIERRY,,Not currently registered,Chamber SWLA
479,AJAY,,THOMAS,,Not currently registered,Morgan Stanley & Co. Incorporated
257,DOROTHY,,THOMAS,,Not currently registered,Louisiana Family Recovery Corporation
1756,DUANE,,THOMAS,,Not currently registered,Louisiana Association of Educators
995,MARCUS,,THOMAS,,Legislative,LOUISIANA ASSOCIATION of EDUCATORS
1104,MATTHEW,RYAN,THOMAS,,Legislative and Executive and Local,Cornerstone Government Affairs
539,SANDI,,THOMAS,,Not currently registered,Wyeth
966,SUSAN,,THOMAS,,Not currently registered,"Boehringer Ingelheim Pharmaceuticals, Inc."
1052,IRAN,A,THOMPSON,,Not currently registered,The Clayton Thompson Group
1334,MATTHEW,AARON,THOMPSON,,Not currently registered,Apache Corporation
239,COURTNEY,COURSEAULT,THORNTON,,Not currently registered,"COURTNEY COURSEAULT THORNTON, LLC"
252,JULIA,H,THORNTON,,Legislative,"CenturyLink, Inc."
1477,RODERICK,,THORNTON,,Executive,Johnson & Johnson Health Care Systems Inc.
538,TROY,,THORNTON,,Executive and Local,"Goldman Sachs Asset Management, L.P."
612,FRAN,A,TIGNER,,Legislative and Executive,Towing & Recovery Professionals of Louisiana
316,FARRAR,,TINGLE,,Legislative and Executive and Local,St. Tammany Home Builders Association
210,MICHAEL,WARREN,TIPTON,,Legislative and Executive,Teach For America
1146,ROBERT,ANDREW,TOEPFER,,Not currently registered,Novo Nordisk Inc.
2,CHERYL,,TOLBERT,,Legislative and Executive and Local,Louisiana Business Group on Health
360,LACEY,,TOLEDANO,,Not currently registered,St. Tammany West Chamber of Commerce
631,TRACY,,TOMKIEWICZ,,Not currently registered,Aramark
628,GEORGE,A,TORRES,,Not currently registered,"International Business Machines Corporation (""IBM"")"
1183,BRIAN,,TRASCHER,,Not currently registered,Gulf South Strategies LLC
99,DUPLE,JANTELLE,TRAVILLION,,Not currently registered,FedEx Corporation
1062,DANIEL,,TREMBLAY,,Not currently registered,Pyramis Global Advisors Holding Corp
1991,JUAN,,TRIPPE,,Legislative and Executive,"Reckitt Benckiser Pharmaceuticals, Inc."
742,GAYLE,F,TRULY,,Not currently registered,self
879,JOSEPH,,TRUONG,,Not currently registered,"Boehringer Ingelheim Pharmaceuticals, Inc."
186,CHARLES,,TUBRE,,Legislative,Advocacy Center
154,CLAUDIA,D,TUCKER,,Not currently registered,"Medco Health Solutions, Inc. & Affiliates"
1026,JASON,WOODSON,TUDOR,,Not currently registered,AARP
227,HAROLD,A,TURNER,,Not currently registered,Louisiana Sheriffs' Association
57,HOLLY,JACQUES,TURNER,,Legislative and Executive,Merck Sharp & Dohme Corp.
1447,JAMES,,TURNER,,Not currently registered,"Astellas Pharma US, Inc."
352,SEAN,CHAD,TURNER,,Not currently registered,Warner Chilcott
43,JASON,LAWRENCE,UNGER,,Not currently registered,"GrayRobinson, P.A."
1109,JUAN,CRISTOBAL,VALLADARES,,Executive,Amgen
302,CHARLES,A,VANDERSTEEN,,Legislative and Executive and Local,Louisiana Forestry Association
963,IAIN,DAVID,VASEY,,Executive,Baton Rouge Area Chamber
1106,LAURA,A,VEAZEY,,Legislative,MedicineLouisiana
466,PHILLIP,,VICCINELLI,,Not currently registered,Americus Real Estate Investments
211,MERLIN,MAURICE,VILLAR,,Not currently registered,AT&T- Louisiana
86,KEL,PATRICK,VILLARRUBIA,,Legislative,The Coca-Cola Company
1364,MICHAEL,DAVID,VINCENT,,Not currently registered,"BASE OPERATORS, INC."
737,JULIE,ANN,VINSON,,Legislative and Executive,"AmeriHealth Caritas Services, LLC"
1251,GREGORY,LEO,WADDELL,,Legislative and Executive,Louisiana State Medical Society (LSMS)
287,MARSHA,W,WADE,,Not currently registered,Louisiana Association for Justice
541,COURTNEY,TATMAN,WAGUESPACK,,Not currently registered,"Louisiana Restaurant Association, Inc."
754,DANIEL,THOMAS,WAGUESPACK,,Not currently registered,Atmos Energy Corp. Louisiana Division
1736,STEPHEN,MICHAEL,WAGUESPACK,,Legislative and Executive,Louisiana Association of Business and Industry (LABI)
773,MICHAEL,HUGH,WAINWRIGHT,,Not currently registered,"Michael H. Wainwright, Attorney at Law"
617,JONATHAN,,WALKER,,Not currently registered,Aramark
365,LEMMIE,D,WALKER,,Legislative and Executive,Lemmie Walker & Associates
1162,MICHAEL,ANTHONY,WALKER-JONES,,Legislative and Executive,Louisiana Association of Educators
1081,JENNIFER,R,WALL,,Legislative and Executive,"Towing & Recovery Professionals of Louisiana, Inc."
386,JOHN,LUCAS,WALTERS,,Legislative and Executive,"Associated Builders and Contractors, Inc."
1173,JENNIFER,R,WARDEN,,Not currently registered,"Taggart Morton, L.L.C."
651,GARY,HUGHES,WARREN,,Not currently registered,Central South Carpenters Regional Council
1123,FREDERIC,D,WASHINGTON,,Not currently registered,Caddo Federation of Teachers and Support Personnel
1112,DAVID,L,WATKINS,,Legislative,New Orleans Fire Fighters Association Local 632
178,LAWRENCE,JERMAINE,WATSON,,Not currently registered,Franklin Industies
808,RONALD,,WATSON,,Not currently registered,International Business Machines Corporation
114,BRAD,MICHAEL,WATTS,,Not currently registered,Watts Communications
442,WILLIAM,D,WATTS,,Legislative,United Steelworkers International Union
1925,WILLIAM,R,WATTS,,Not currently registered,"Bristol-Myers Squibb Co., Inc"
542,WILLIAM,THOMAS,WEATHERLY,,Not currently registered,"The Louisiana Restaurant Association, Inc."
234,J,DON,WEATHERS,,Legislative and Executive,Louisiana Asphalt Pavement Association
2140,NICOLE,KATHLEEN,WEIGEL,,Legislative,The Pelican Group
604,CARMEN,D,WEISNER,,Legislative,National Association of Social Workers - Louisiana Chapter
509,ANGELA,F,WELCH,,Not currently registered,"International Business Machines Corporation (""IBM"")"
1260,DOUGLAS,,WELCH,,Executive,Merck Sharp & Dohme Corp.
531,JAMIE,M,WELCH,,Legislative and Executive,"Healthcare Solutions, LLC"
605,LINDA,K,WELCH,,Legislative and Executive,"Healthcare Solutions, LLC"
113,GARY,LEE,WELCHEL,,Executive,orleans capital management
865,ERIN,MONROE,WESLEY,,Legislative and Executive and Local,Baton Rouge Area Chamber
600,FRANK,JAMES,WESLEY,,Not currently registered,The Children's Health Fund
503,ALAN,,WEST,,Not currently registered,Citigroup Management Corp.
689,ARNOLD,,WEST,,Not currently registered,ING Investment Management Co.
626,DEBORAH,KAY,WEST,,Not currently registered,EnCana Corporation
674,DEBRA,K,WEST,,Not currently registered,American Council of Life Insurers
89,PAUL,S,WEST,,Legislative,"Baker Donelson Bearman Caldwell & Berkowitz, PC"
1823,BRADLEY,,WESTMORELAND,,Legislative and Executive,"Genentech Inc., a Member of the Roche Group"
1236,JOEL,,WHIDDEN,,Executive,"Bridgewater Associates, LP"
1354,JAMES,ROBERT,WHITAKER,,Not currently registered,City of Zachary
994,JASON,,WHITE,,Not currently registered,Louisiana Association of Educators
91,MARILYN,F,WHITE,,Not currently registered,Nomura Asset Management U.S.A. Inc.
551,TICE,,WHITE,,Legislative and Executive,"Wal-Mart Stores, Inc."
817,JACK,KENNETH,WHITEHEAD,JR,Legislative and Executive and Local,Whitehead Law Firm
1240,RICHARD,GILES,WHITING,,Not currently registered,Baton Rouge Area Chamber
860,SCOTT,T,WHITTAKER,,Legislative,Stone Pigman Walther Wittmann LLC
734,THOMAS,G,WHITWORTH,JR,Not currently registered,AmeriHealth Mercy
827,JAMES,,WIGGINS,,Legislative and Executive and Local,WSJ Group LLC
1138,EDWARD,R,WILKINSON,,Not currently registered,"Goldman Sachs Asset Management, L.P."
2048,ANTHONY,DAVID,WILLIAMS,,Executive,Schroder Investment Management North America Inc
385,GEORGE,E,WILLIAMS,,Legislative,"Williams Consulting Group, LLC"
762,GLORIA,G,WILLIAMS,,Legislative,Louisiana Municipal Association
105,JAMES,D,WILLIAMS,,Legislative and Executive and Local,Cleco Corporation
788,JAMIE,,WILLIAMS,,Executive,Cornerstone Chemical Company - Fortier Manufacturing Complex
93,JOHN,CRAWFORD,WILLIAMS,,Legislative and Executive,Beer Industry League of Louisiana
168,KELI,OURSO,WILLIAMS,,Legislative and Executive,The Tatman Group
166,KIMBERLY,D,WILLIAMS,,Not currently registered,Nurse Family Partnership National Service Office
1474,MARY,PERRAULT,WILLIAMS,,Not currently registered,Louisiana Budget Project
217,THOMAS,EVENDEN,WILLIAMS,,Legislative and Executive,"T E Williams & Associates, LLC ( Self Employed )"
644,VERONICA,LEOPAUL,WILLIAMS,,Legislative,Lafayette City-Parish Council
2097,SHAUNA,RENEE,WILLIS,,Executive,Cornerstone Chemical Company
244,DANIEL,MIMS,WILSON,,Legislative and Executive and Local,AT&T
482,PAULETTE,BAILEY,WILSON,,Legislative,"The Mirror Group, LLC"
2053,CINDY,L,WINN,,Executive,"International Business Machines Corporation (""IBM"")"
699,DOROTHY,DOT W,WIRTH,,Not currently registered,self
139,ANDREW,,WISE,,Not currently registered,Microsoft Corp.
390,MICHAEL,E,WOLFF,,Legislative and Executive and Local,Weyerhaeuser Company and Affiliates
571,RANDALL,W,WOMACK,,Legislative,"Harris, DeVille & Associates, Inc."
195,DAVID,EUGENE,WOOD,,Not currently registered,Baton Rouge Area Chamber (no longer works for BRAC)
523,DOUGLAS,BRENT,WOOD,,Legislative and Executive,Chevron
1140,ELISE,,WOOD,,Not currently registered,"Credit Suisse Asset Management, LLC"
882,SUSAN,C,WOOD,,Not currently registered,"Boehringer Ingelheim Pharmaceuticals, Inc."
131,GEORGE,BARRY,WOODS,,Not currently registered,Self employed
1653,JOE,,WOODS,,Legislative and Executive,Property Casualty Insurers Association of America
400,P,M,WOODS,,Legislative and Executive,Self - Employed
561,JAMES,ROBERT,WOOLEY,,Legislative and Executive,"Adams and Reese, LLP"
470,DAVID,A,WOOLRIDGE,,Legislative and Executive,Roedel Parsons Koch Blache Balhoff & McCollister
1326,MARY-PATRICIA,E,WRAY,,Legislative and Executive,Louisiana Federation of Teachers
1141,GLENN,,WRIGHT,,Not currently registered,Eisai Inc.
642,MICHAEL,JOSEPH,WRIGHT,,Not currently registered,HLR Service Corporation
1791,STEPHEN,PAUL,WRIGHT,,Legislative and Executive,Tulane University
552,THOMAS,N,WRIGHT,,Legislative,Louisiana Association for Justice
1468,MICHAEL,DENNIS,YADON,,Legislative and Executive,FedEx Corporation
1581,KAREN,K,YATES,,Not currently registered,Entergy
1769,BILEE,JOYCE,YELVERTON,,Legislative and Executive,"Sutton, Mapes, & Yelverton, Inc."
1200,FREDERICK,EUGENE,YORSCH,,Legislative and Local,Morel Yorsch
1172,AURELIA,LOUISE,YOUNG,,Legislative,Louisiana Association of Educators
447,CHRISTOPHER,GERARD,YOUNG,,Legislative and Executive,"The Young Law Group, APLC"
455,DAVID,THOMAS,YOUNG,,Legislative and Executive,Louisiana State Troopers Association
535,MALCOLM,A,YOUNG,,Legislative and Executive and Local,La Realtors
1832,NOEL,COLE,YOUNG,,Legislative,Allstate Insurance company
148,JOHN,,ZACHARY,,Not currently registered,Baton Rouge Area Chamber
1191,VINCENT,R,ZEBEAU,JR,Legislative and Executive,Deep South Equipment Dealers Association
346,MATTHEW,,ZIMMERMAN,,Not currently registered,Warner Chilcott
142,KARENSUE,,ZOELLER,,Legislative and Executive,Louisiana Hospital Association
1139,MICHAEL,,ZUMWINKLE,,Not currently registered,Cargill
825,ROBERT,JOHN,ZWARTZ,,Legislative and Executive,Union Tank Car Company
418,CHUCK,M,ZYETZ,,Not currently registered,"International Business Machines Corporation (""IBM"")"
